step,loss,step_time_sec,elapsed_sec,tokens_processed,tokens_per_sec,vram_used_mb,vram_peak_mb,gpu_util_percent
0,10.984933853149414,3.081455900100991,3.0819570999592543,1024,332.25640941385524,543.33447265625,964.37841796875,6
